user_id,recommend,sentiment_analysis,year
xfluttersx,True,2,2012
xfluttersx,True,2,2014
xfluttersx,True,2,2013
xfluttersx,True,2,2015
xfluttersx,True,2,2012
76561198056290589,True,2,2014
ii_voltage_ii,False,0,2014
ii_voltage_ii,True,2,2015
ii_voltage_ii,True,2,2014
ii_voltage_ii,True,2,2013
76561198097762318,True,2,2015
76561198097762318,True,2,2014
Hirukaz,True,2,2013
StelerForYou,True,2,2015
StelerForYou,True,2,2013
76561198183396245,True,2,2015
Xx-Woods,True,2,2015
Xx-Woods,True,2,2014
Xx-Woods,True,2,2014
Xx-Woods,True,2,2014
Xx-Woods,True,2,2014
Xx-Woods,True,2,2014
Xx-Woods,True,2,2014
kevinator23,True,2,2015
kevinator23,True,2,2015
kevinator23,True,2,2014
kevinator23,True,2,2015
kevinator23,True,2,2015
kevinator23,True,2,2015
kevinator23,True,2,2014
kevinator23,True,2,2012
76561198090715178,True,2,2014
76561198090715178,True,2,2014
CatsWhale,True,2,2015
CatsWhale,True,2,2015
CatsWhale,True,2,2014
CatsWhale,True,2,2014
76561198073784601,True,2,2015
mimimomoma,True,2,2015
76561198102410011,True,2,2015
de_Butl3r,True,2,2014
Bluezap1,True,2,2015
Bluezap1,True,2,2015
Bluezap1,True,2,2015
Bluezap1,True,2,2015
76561198074200011,True,2,2015
L1J1N,True,2,2014
Lord_Exploit,True,2,2015
Lord_Exploit,True,2,2015
AVATAR715,False,0,2014
AVATAR715,True,2,2015
AVATAR715,True,2,2014
AVATAR715,True,2,2014
AVATAR715,True,2,2014
AVATAR715,True,2,2015
AVATAR715,True,2,2015
AVATAR715,True,2,2014
76561198078752187,True,2,2014
A-Very-Sly-Person,True,2,2015
A-Very-Sly-Person,True,2,2014
76561197994493402,True,2,2015
76561197994493402,True,2,2014
76561198065656175,True,2,2015
97396295,True,2,2014
97396295,True,2,2014
97396295,False,0,2014
76561198126640317,True,2,2015
76561198126640317,True,2,2015
76561198126640317,True,2,2015
76561198126640317,True,2,2015
76561198126640317,True,2,2015
76561198126640317,True,2,2015
76561198126640317,True,2,2015
DemonicWolvz,True,2,2015
DemonicWolvz,True,2,2015
DemonicWolvz,True,2,2015
DemonicWolvz,True,2,2014
DemonicWolvz,True,2,2014
DemonicWolvz,True,2,2013
DieMadchenschanderin,True,2,2015
DieMadchenschanderin,False,0,2015
DieMadchenschanderin,False,0,2013
GGargula,True,2,2015
getf0kinn0sc0pedm9,True,2,2015
76561198141443390,True,2,2015
whodafuqisthisguilao,True,2,2015
Magjiikal,True,2,2015
Magjiikal,True,2,2015
ohnospaghet,True,2,2014
ohnospaghet,True,2,2014
ohnospaghet,True,2,2015
ohnospaghet,True,2,2015
2768820078,True,2,2015
2768820078,True,2,2015
2768820078,True,2,2015
2768820078,True,2,2015
2768820078,False,0,2015
2768820078,True,2,2015
2768820078,True,2,2015
2768820078,True,2,2015
2d4nk4m3,False,0,2014
2d4nk4m3,True,2,2014
76561198095921854,True,2,2015
EizanAratoFujimaki,True,2,2015
TeCool,True,2,2014
TeCool,True,2,2014
TeCool,True,2,2015
TeCool,False,0,2015
2xDelorean,True,2,2015
2xDelorean,True,2,2013
2xDelorean,True,2,2013
2xDelorean,True,2,2011
washington_,True,2,2015
jewxxl,True,2,2015
76561198088944293,True,2,2014
76561198092540221,True,2,2015
76561198092540221,True,2,2015
76561198092540221,True,2,2015
76561198092540221,True,2,2015
76561198092540221,True,2,2014
76561198051258119,True,2,2015
nubquake123,True,2,2014
Pyromanic,True,2,2013
Pyromanic,True,2,2013
Pyromanic,True,2,2013
CobRazor,True,2,2015
relesprit,True,2,2013
WitchHunter4542,True,2,2014
WitchHunter4542,True,2,2015
WitchHunter4542,True,2,2014
pwrt,True,2,2015
pwrt,True,2,2014
wantmahbody,True,2,2014
benedictcuminherbatch,True,2,2014
76561198031207016,True,2,2014
76561198043458582,True,2,2015
76561198043458582,True,2,2015
76561198043458582,True,2,2015
76561198043458582,True,2,2014
smashiroshh,True,2,2014
killbunny38,True,2,2015
killbunny38,False,0,2015
76561198047630659,False,0,2015
1337lolroflmao,True,2,2015
1337lolroflmao,True,2,2014
1337lolroflmao,True,2,2013
1337lolroflmao,True,2,2013
1337lolroflmao,True,2,2014
1337lolroflmao,True,2,2013
1337lolroflmao,True,2,2013
1337lolroflmao,True,2,2015
1337lolroflmao,True,2,2014
sithjjf,False,0,2015
76561198060039459,False,0,2014
OzfurAtlas,True,2,2013
76561198065593074,False,0,2015
76561198065593074,True,2,2015
76561198065593074,True,2,2014
76561198044169764,False,0,2015
76561198044169764,False,0,2015
76561198044169764,True,2,2015
euzi,True,2,2014
76561197961778802,True,2,2014
thisissohardtomakeoneup,True,2,2014
76561198087010391,True,2,2015
66666669999999,False,0,2015
76561198061174192,True,2,2014
76561198061174192,True,2,2014
ReMiXOfficalSteam,True,2,2015
Wilfire77,True,2,2015
76561198084390807,True,2,2015
76561198084390807,True,2,2014
Mastic,False,0,2015
Mastic,True,2,2014
Mastic,True,2,2014
76561198028286104,True,2,2013
tarjla,True,2,2014
tarjla,True,2,2015
tarjla,True,2,2014
tarjla,True,2,2013
tarjla,True,2,2013
tarjla,True,2,2013
tarjla,True,2,2014
deathnz1,True,2,2014
76561198104393251,True,2,2015
redsncrimson,True,2,2014
redsncrimson,True,2,2013
redsncrimson,True,2,2013
redsncrimson,True,2,2013
redsncrimson,True,2,2012
H1DD3NT3RR0R,True,2,2014
H1DD3NT3RR0R,True,2,2014
H1DD3NT3RR0R,True,2,2013
H1DD3NT3RR0R,True,2,2014
H1DD3NT3RR0R,False,0,2015
H1DD3NT3RR0R,True,2,2014
76561198071214618,True,2,2015
76561198115115631,True,2,2015
76561198071175142,True,2,2015
76561198071175142,True,2,2015
t8s,True,2,2015
t8s,True,2,2015
pikawuu2,True,2,2013
Sammeh00,True,2,2014
Michaelele,True,2,2014
Michaelele,True,2,2014
Michaelele,True,2,2014
Michaelele,True,2,2014
76561198045754869,True,2,2015
76561198076098774,True,2,2015
76561198103253374,True,2,2014
76561198048417105,True,2,2015
76561198048417105,True,2,2015
76561198090842891,True,2,2015
76561198055767971,False,0,2015
76561197998052647,True,2,2014
76561198145436942,True,2,2014
jjas01,False,0,2014
jjas01,False,0,2015
jjas01,True,2,2013
jjas01,True,2,2015
jjas01,True,2,2014
jjas01,True,2,2014
jjas01,True,2,2013
jjas01,True,2,2014
3xotic26,True,2,2014
3xotic26,True,2,2014
3xotic26,True,2,2014
3xotic26,True,2,2013
iamthetrashlord,True,2,2015
iamthetrashlord,True,2,2014
3dster,True,2,2015
76561198079990063,True,2,2014
Forty-Nine,True,2,2014
76561198051017916,True,2,2015
76561198051017916,True,2,2014
L4M1NAS,True,2,2015
76561197995322437,True,2,2015
imsojipper,True,2,2014
76561198084542731,True,2,2015
76561198084542731,True,2,2014
76561198103671881,True,2,2015
mrpfresh,True,2,2015
GamerFag,True,2,2012
GamerFag,True,2,2011
GamerFag,True,2,2011
GamerFag,True,2,2011
GamerFag,True,2,2011
GamerFag,True,2,2010
EHS-R3AP3R,False,0,2015
EHS-R3AP3R,True,2,2015
EHS-R3AP3R,True,2,2013
EHS-R3AP3R,True,2,2013
chidori_647,True,2,2013
chidori_647,True,2,2014
chidori_647,False,0,2013
chidori_647,True,2,2013
chidori_647,False,0,2013
76561198092227136,True,2,2014
76561198092227136,True,2,2014
hellcat59,True,2,2014
76561198007584361,True,2,2015
tbimperator,True,2,2012
Allahu_Akbar666,True,2,2015
Allahu_Akbar666,False,0,2014
ulramite,True,2,2014
ulramite,True,2,2014
-GM-Dragon,False,0,2014
-GM-Dragon,True,2,2015
76561198054040292,True,2,2015
76561198078799606,False,0,2015
76561198078799606,True,2,2015
76561198078799606,True,2,2014
I_DID_911_JUST_SAYING,True,2,2013
diabeticfuck,True,2,2015
diabeticfuck,True,2,2015
diabeticfuck,False,0,2015
diabeticfuck,True,2,2015
76561198054465623,False,0,2015
76561198054465623,True,2,2014
76561198054465623,True,2,2015
76561198054465623,True,2,2014
76561198054465623,True,2,2015
76561198054465623,True,2,2014
aaropro,True,2,2014
abiam,True,2,2014
FrankoWalker,True,2,2015
FrankoWalker,True,2,2014
FrankoWalker,True,2,2014
LightfootSword7,False,0,2015
SALTTHEW0UND,True,2,2015
SALTTHEW0UND,True,2,2014
SALTTHEW0UND,True,2,2014
SALTTHEW0UND,True,2,2014
SALTTHEW0UND,True,2,2013
SALTTHEW0UND,True,2,2015
express157,True,2,2014
76561198074644990,True,2,2015
76561198074644990,True,2,2015
76561198074644990,False,0,2013
76561198064304806,True,2,2015
TomoeMamiewe,True,2,2014
76561198057086148,True,2,2015
Acidius99,True,2,2014
Acidius99,True,2,2014
Acidius99,False,0,2015
acorn13,True,2,2014
acorn13,True,2,2012
acorn13,True,2,2015
AddzyTheBaddzy,True,2,2015
AddzyTheBaddzy,True,2,2013
mrfunkyjunkie,True,2,2014
mrfunkyjunkie,True,2,2014
mrfunkyjunkie,True,2,2015
76561198167207237,True,2,2015
76561198167207237,True,2,2015
76561198167207237,True,2,2015
cancerkek,True,2,2015
76561198073508075,True,2,2014
76561198073508075,True,2,2014
advenger95,True,2,2015
advenger95,True,2,2015
advenger95,True,2,2015
EndAtHallow,True,2,2015
76561198063624801,True,2,2014
aeryal,True,2,2014
76561198070263209,True,2,2013
76561198015968275,True,2,2015
Agiegamma,True,2,2014
76561198082614708,True,2,2014
Agronoth,True,2,2014
Agronoth,True,2,2015
Agronoth,True,2,2015
Agronoth,True,2,2015
Agronoth,False,0,2015
UnholyFallenAngel,True,2,2014
UnholyFallenAngel,True,2,2015
UnholyFallenAngel,True,2,2014
76561198068565589,True,2,2014
76561198068565589,True,2,2015
76561198068565589,False,0,2014
SlutOnTheSpit,True,2,2014
WestyGaming,True,2,2014
NaruseAiria,True,2,2014
NaruseAiria,True,2,2014
NaruseAiria,True,2,2013
NaruseAiria,True,2,2013
76561198067713802,True,2,2015
76561198067713802,True,2,2015
Alex680,True,2,2014
alansiulun,True,2,2014
alansiulun,True,2,2015
Albolah,True,2,2015
Albolah,True,2,2015
Albolah,True,2,2015
76561198003056556,True,2,2014
maxpaynepillkiller,True,2,2015
maxpaynepillkiller,True,2,2015
AlexNoClutch,False,0,2015
Alexwai04,True,2,2015
76561198095481910,True,2,2014
AlkalineDeath,True,2,2015
AlkalineDeath,True,2,2014
76561198075935236,True,2,2015
76561198075935236,True,2,2015
mintifreshbadger,True,2,2015
AlpacaRevolution,True,2,2014
AlpacaRevolution,False,0,2015
76561198071952798,True,2,2013
76561198009001563,True,2,2014
76561198016753953,True,2,2014
76561198016753953,True,2,2014
smegmyfoodle,True,2,2015
smegmyfoodle,True,2,2015
76561198057869849,True,2,2015
76561198058836921,True,2,2015
lol_ursuchanoob,True,2,2014
lol_ursuchanoob,True,2,2014
lol_ursuchanoob,True,2,2014
lol_ursuchanoob,True,2,2014
AMV72,True,2,2013
AMV72,False,0,2012
AMV72,True,2,2013
AMV72,True,2,2013
AMV72,True,2,2012
76561198069170979,True,2,2015
76561198132540690,True,2,2015
76561198132540690,True,2,2015
711armageddoncarmageddon,True,2,2015
711armageddoncarmageddon,True,2,2015
711armageddoncarmageddon,True,2,2015
Andraison,True,2,2015
76561198055790408,True,2,2013
76561198069560699,True,2,2013
76561198069560699,True,2,2013
76561198069560699,True,2,2013
76561198069560699,True,2,2014
76561198099625419,True,2,2014
76561198099625419,True,2,2014
76561198099625419,True,2,2013
76561198099625419,True,2,2013
76561198099625419,True,2,2013
76561198084032274,False,0,2014
76561198084032274,False,0,2014
Angrovar,True,2,2014
Angrovar,True,2,2015
AngryAinsley,True,2,2015
AngryAinsley,True,2,2015
AngryAinsley,True,2,2015
AngryAinsley,True,2,2015
uradumbtit,True,2,2014
uradumbtit,True,2,2014
IKillNoobsFirst,True,2,2015
76561198037888300,True,2,2015
1234865654,True,2,2014
76561198084123358,True,2,2015
Apachehavoc,False,0,2014
ApexNZ,True,2,2014
ApexNZ,True,2,2014
ApexNZ,True,2,2014
ApexNZ,True,2,2014
ApexNZ,True,2,2015
76561198039441595,False,0,2014
76561198039441595,False,0,2015
76561198039441595,False,0,2014
76561198039441595,False,0,2014
76561198039441595,False,0,2014
76561198039441595,True,2,2015
76561198039441595,True,2,2015
76561198039441595,False,0,2014
76561198039441595,True,2,2014
76561198036687918,True,2,2015
benjamin27,True,2,2015
benjamin27,True,2,2014
AppoGetsSuperAdmin,True,2,2015
AppoGetsSuperAdmin,False,0,2015
AppoGetsSuperAdmin,True,2,2015
76561198049916759,True,2,2015
76561198049916759,True,2,2015
XABLAUziitu,False,0,2015
XABLAUziitu,True,2,2015
XABLAUziitu,True,2,2013
XABLAUziitu,True,2,2013
76561198012909706,True,2,2013
dragonchief,False,0,2014
76561198040530605,True,2,2014
76561198040530605,True,2,2014
76561198040530605,True,2,2014
76561198040530605,True,2,2011
76561197974500703,True,2,2012
76561197974500703,True,2,2012
76561197974500703,True,2,2012
76561197974500703,True,2,2012
76561197974500703,True,2,2012
76561197974500703,False,0,2011
76561197974500703,True,2,2011
76561197974500703,True,2,2011
76561197974500703,True,2,2010
76561197974500703,True,2,2010
76561198047185525,True,2,2014
76561198047185525,True,2,2014
76561198047185525,True,2,2013
bilyitu,True,2,2014
bilyitu,True,2,2014
76561198021244661,True,2,2014
76561198088538797,True,2,2015
deployablearchnagel,True,2,2014
rotflmaoman,True,2,2015
armouredmarshmallow,True,2,2015
armouredmarshmallow,True,2,2015
armouredmarshmallow,True,2,2015
76561198020928326,True,2,2014
Array71,False,0,2014
Array71,True,2,2014
76561198039874575,True,2,2014
arronlim13,True,2,2015
ARTHERDUNGER10,True,2,2015
Mackus1011,True,2,2013
Mackus1011,True,2,2015
Mackus1011,True,2,2015
Mackus1011,True,2,2014
76561198041877981,False,0,2014
76561198041877981,True,2,2014
darkmassieh,True,2,2015
darkmassieh,True,2,2015
darkmassieh,True,2,2015
darkmassieh,True,2,2015
darkmassieh,False,0,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2015
asianturtlefrenzy,True,2,2014
blowjobsfurdayzandgayz,True,2,2015
blowjobsfurdayzandgayz,True,2,2015
blowjobsfurdayzandgayz,False,0,2015
76561198082992295,True,2,2014
76561198082992295,True,2,2014
76561198082992295,True,2,2014
LaLocaDeLosDulces,True,2,2015
76561198064352761,True,2,2014
assassin_warman,True,2,2015
assassin_warman,True,2,2015
assassin_warman,True,2,2015
assassin_warman,True,2,2015
assassin_warman,True,2,2015
Astrelt,True,2,2015
Astrelt,True,2,2014
Astrelt,True,2,2014
Astrelt,True,2,2014
Astrelt,True,2,2015
Astrelt,True,2,2015
Astrelt,True,2,2015
Astrelt,True,2,2012
Astrelt,True,2,2015
Astrelt,True,2,2015
Swish0009,True,2,2014
Swish0009,True,2,2014
Swish0009,True,2,2014
Swish0009,True,2,2014
Swish0009,True,2,2014
Aurora99,True,2,2014
Aurora99,True,2,2014
Aurora99,True,2,2015
Aurora99,True,2,2014
Aurora99,True,2,2015
Aurora99,False,0,2015
Aurora99,True,2,2014
Aurora99,True,2,2014
Aurora99,True,2,2014
76561198053071988,False,0,2015
76561198083375450,True,2,2015
76561198083375450,True,2,2014
76561198083375450,False,0,2014
76561198083375450,True,2,2015
76561198083375450,False,0,2015
76561198083375450,True,2,2015
76561198083375450,True,2,2014
76561198078730600,True,2,2014
auzmoz,True,2,2014
auzmoz,True,2,2013
auzmoz,True,2,2013
auzzie_96,True,2,2014
fatrangacuntnolifevirgin,True,2,2014
76561198064150679,True,2,2014
76561198110293299,True,2,2014
76561198110293299,True,2,2015
76561198110293299,True,2,2015
76561198110293299,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
de_triggered,True,2,2015
Azrafael,True,2,2013
76561198076301023,True,2,2014
hoarbiscuit,True,2,2014
bohgeraltofrivia,True,2,2013
bohgeraltofrivia,True,2,2014
TeH-B-Rad,True,2,2014
TeH-B-Rad,True,2,2015
BAW_Killer,True,2,2014
BAW_Killer,False,0,2015
BAW_Killer,False,0,2015
gamerdude7892,True,2,2015
2ez4medick,True,2,2014
BBBirb,True,2,2014
AgentXiri,True,2,2014
76561197998761331,True,2,2014
76561198096750939,True,2,2015
crispymemesmantheyremyfavourite,True,2,2015
crispymemesmantheyremyfavourite,True,2,2015
crispymemesmantheyremyfavourite,True,2,2015
crispymemesmantheyremyfavourite,True,2,2014
76561198074409406,False,0,2015
H-Alo,True,2,2015
420Blz,True,2,2013
76561198076548816,True,2,2015
76561198076548816,True,2,2014
76561198076548816,True,2,2014
76561198076548816,True,2,2014
chillrend,True,2,2014
chillrend,True,2,2015
chillrend,True,2,2014
chillrend,True,2,2013
Gborges,True,2,2014
lukeyturley,True,2,2014
76561198095142204,True,2,2015
BOB_200,True,2,2014
76561198070735033,False,0,2015
76561198018560501,True,2,2013
76561198069458790,True,2,2014
76561198069458790,True,2,2014
76561198051148175,True,2,2014
76561198047208452,True,2,2013
76561198047208452,True,2,2014
generalale,True,2,2014
generalale,True,2,2014
generalale,True,2,2013
brendoboy,True,2,2013
brendoboy,False,0,2014
brendoboy,False,0,2014
brendoboy,True,2,2014
brendoboy,True,2,2014
brendoboy,True,2,2014
76561198071234254,True,2,2014
76561198071234254,True,2,2014
76561198071234254,True,2,2013
76561198071234254,True,2,2013
76561198071234254,True,2,2013
76561197988934555,True,2,2015
76561197988934555,True,2,2015
Infixation,True,2,2015
Infixation,True,2,2015
Infixation,True,2,2013
Infixation,True,2,2015
Infixation,True,2,2014
Infixation,True,2,2013
Infixation,True,2,2013
76561198047304525,True,2,2014
76561197994969639,True,2,2011
JuanManSnipez,True,2,2014
Ben_Andy,False,0,2014
Ben_Andy,True,2,2013
Bennysaputra,True,2,2015
76561198067021476,True,2,2014
76561198045071942,True,2,2015
Bhappiikhat,True,2,2014
Ahahahahahahahahahahahahahahaha,False,0,2014
BITCHPLESE,True,2,2015
BITCHPLESE,True,2,2015
Too_1337,True,2,2012
Too_1337,True,2,2015
kinglemon1222,True,2,2012
76561198030636321,True,2,2015
IJustWantedToTalk,True,2,2015
IJustWantedToTalk,True,2,2015
IJustWantedToTalk,False,0,2015
76561198034643189,True,2,2014
LlamasInNigjamas,True,2,2014
mavros88,False,0,2015
mavros88,True,2,2015
mavros88,True,2,2015
mavros88,True,2,2015
mavros88,True,2,2015
Hummingsenpai,True,2,2015
CHAAANG,True,2,2015
CHAAANG,True,2,2015
76561198077586769,True,2,2015
bitmat,True,2,2015
bitmat,True,2,2013
bitmat,True,2,2012
bitmat,True,2,2012
76561198028483487,True,2,2013
Ghoster09,True,2,2015
Ghoster09,True,2,2014
Ghoster09,True,2,2014
76561198081496844,True,2,2014
180577,True,2,2015
Barridos,True,2,2014
76561197988863895,True,2,2015
76561198042728201,True,2,2014
76561198042728201,True,2,2014
hbk1462,True,2,2014
76561198088724903,True,2,2013
76561198057521157,True,2,2015
76561198057521157,True,2,2014
76561198057521157,False,0,2014
76561198057521157,True,2,2015
76561198057389499,True,2,2014
76561198057389499,True,2,2015
76561198057389499,True,2,2015
76561198057389499,True,2,2014
FHK,True,2,2015
76561198030735076,True,2,2013
76561198030735076,False,0,2015
Bluegills,True,2,2014
Bluegills,True,2,2014
Bluegills,True,2,2014
Bluegills,True,2,2014
Bluegills,True,2,2013
Bluegills,True,2,2013
Bluegills,True,2,2012
Bluegills,True,2,2012
76561197970931849,True,2,2014
76561197970931849,False,0,2015
rrbr,False,0,2015
rrbr,True,2,2015
13lazer,True,2,2012
76561198044344399,True,2,2015
76561197999613236,True,2,2013
76561197999613236,True,2,2015
76561197999613236,True,2,2015
76561197999613236,True,2,2015
RespekPlox,True,2,2015
76561198062288797,True,2,2015
76561198062288797,True,2,2015
bobseagull,True,2,2014
bobseagull,True,2,2014
bobseagull,False,0,2014
bobseagull,True,2,2015
bobseagull,True,2,2014
bobseagull,True,2,2014
bobseagull,True,2,2014
bokkkbokkk,True,2,2015
bokkkbokkk,True,2,2015
Bonesdontrattlethem,True,2,2014
76561198062403736,True,2,2015
76561198073642113,True,2,2012
76561198073642113,True,2,2014
76561198073642113,True,2,2013
76561198211433640,True,2,2015
ilyjoepoe,True,2,2015
Mantrouminati,True,2,2014
hididdlyhoe,True,2,2014
76561198027225504,True,2,2014
76561198027225504,True,2,2014
76561198027225504,True,2,2015
76561198027225504,True,2,2014
76561198027225504,True,2,2014
76561198027225504,True,2,2012
dicksoutforboromir,True,2,2015
dicksoutforboromir,True,2,2014
dicksoutforboromir,True,2,2014
probotsteve,False,0,2015
76561197977543317,False,0,2014
BrutalLegend69,True,2,2013
76561198007539695,False,0,2014
76561198007539695,False,0,2014
76561198064026657,True,2,2014
76561198064026657,True,2,2013
76561198024450886,True,2,2013
saint556,True,2,2015
saint556,True,2,2014
saint556,True,2,2014
saint556,True,2,2014
saint556,True,2,2014
saint556,True,2,2014
brettebear,True,2,2014
metiqu,True,2,2015
Brianseb,True,2,2014
spike_heart,True,2,2014
brocky0405,True,2,2015
brocky0405,True,2,2015
brocky0405,True,2,2015
brocky0405,True,2,2014
brocky0405,True,2,2013
brocky0405,True,2,2013
76561198046094676,True,2,2012
76561198046094676,True,2,2013
76561198046094676,True,2,2013
76561198046094676,True,2,2013
76561198046094676,True,2,2013
Vladimirputinisgreatman,True,2,2015
Br0wni3,True,2,2015
76561198093381429,True,2,2015
76561198110065267,True,2,2015
76561198059167106,True,2,2014
76561198105270589,True,2,2014
76561198105270589,True,2,2014
76561198105270589,True,2,2015
76561198105270589,True,2,2015
Trutle,True,2,2014
Trutle,True,2,2014
Trutle,True,2,2014
BugsyBro,True,2,2015
BugsyBro,True,2,2015
BugsyBro,False,0,2014
BugsyBro,True,2,2014
76561198074561346,True,2,2014
76561198074561346,True,2,2013
76561198074561346,True,2,2014
76561198074561346,True,2,2015
76561198074561346,True,2,2015
76561198074561346,True,2,2013
76561198074561346,True,2,2013
76561198094074209,True,2,2015
76561198094074209,True,2,2013
76561198094074209,True,2,2015
76561198087011672,True,2,2014
busternut,True,2,2015
busternut,True,2,2013
busternut,True,2,2014
busternut,True,2,2014
76561198075981950,True,2,2015
76561198075981950,True,2,2015
Butteryyy,True,2,2013
76561198079326390,True,2,2014
76561198079326390,False,0,2015
76561198142749308,True,2,2015
76561198142749308,True,2,2014
897w463824638109276,True,2,2014
897w463824638109276,True,2,2014
Butterz,True,2,2014
8789568,True,2,2015
76561198112547239,True,2,2015
ByzGirl,True,2,2015
ByzGirl,True,2,2015
C14M8S,True,2,2014
C14M8S,True,2,2014
C14M8S,True,2,2014
C14M8S,False,0,2014
C14M8S,False,0,2014
C14M8S,False,0,2015
C14M8S,False,0,2014
C14M8S,False,0,2014
C14M8S,True,2,2014
C14M8S,True,2,2014
1122305938,True,2,2014
1122305938,True,2,2014
1122305938,True,2,2013
1122305938,False,0,2014
76561198069050565,True,2,2014
76561198069050565,False,0,2014
Cabey64,True,2,2014
Cabey64,True,2,2015
Cabey64,True,2,2015
Cabjoy,True,2,2014
Stormaggen,True,2,2015
gusvu,True,2,2015
gusvu,True,2,2014
Punixa,True,2,2015
Punixa,True,2,2015
Punixa,True,2,2015
Punixa,True,2,2013
