user_id,item_id,item_name,playtime_forever,posted_date,genres,title
Phoenixexe,730,Counter-Strike: Global Offensive,99,2014-09-14,['Action'],Counter-Strike: Global Offensive
NeoESWhiteoutZ,730,Counter-Strike: Global Offensive,30130,2015-04-01,['Action'],Counter-Strike: Global Offensive
Esenix,730,Counter-Strike: Global Offensive,19290,2014-10-17,['Action'],Counter-Strike: Global Offensive
Lancelotxoxo,730,Counter-Strike: Global Offensive,76033,2015-05-18,['Action'],Counter-Strike: Global Offensive
JugglerShang,730,Counter-Strike: Global Offensive,20494,2014-07-15,['Action'],Counter-Strike: Global Offensive
76561198056288386,730,Counter-Strike: Global Offensive,34490,2014-08-24,['Action'],Counter-Strike: Global Offensive
kyswithbleach,730,Counter-Strike: Global Offensive,11879,2015-05-17,['Action'],Counter-Strike: Global Offensive
tntnguyen03,730,Counter-Strike: Global Offensive,58843,2015-05-12,['Action'],Counter-Strike: Global Offensive
404ok4561687987879847,730,Counter-Strike: Global Offensive,114370,2014-10-17,['Action'],Counter-Strike: Global Offensive
76561198076533123,730,Counter-Strike: Global Offensive,33932,2014-04-14,['Action'],Counter-Strike: Global Offensive
76561198076533123,730,Counter-Strike: Global Offensive,33932,2014-04-14,['Action'],Counter-Strike: Global Offensive
76561198076533123,730,Counter-Strike: Global Offensive,33932,2014-04-14,['Action'],Counter-Strike: Global Offensive
76561198076533123,730,Counter-Strike: Global Offensive,33932,2014-04-14,['Action'],Counter-Strike: Global Offensive
76561198080786408,730,Counter-Strike: Global Offensive,15790,2015-11-08,['Action'],Counter-Strike: Global Offensive
76561198097034946,730,Counter-Strike: Global Offensive,63155,2015-11-26,['Action'],Counter-Strike: Global Offensive
76561198078840415,730,Counter-Strike: Global Offensive,36260,2015-07-08,['Action'],Counter-Strike: Global Offensive
mushymush,730,Counter-Strike: Global Offensive,11716,2015-04-27,['Action'],Counter-Strike: Global Offensive
76561198172525222,730,Counter-Strike: Global Offensive,9574,2015-09-03,['Action'],Counter-Strike: Global Offensive
76561198062577557,730,Counter-Strike: Global Offensive,88611,2014-11-13,['Action'],Counter-Strike: Global Offensive
chokadokada,730,Counter-Strike: Global Offensive,40834,2014-12-05,['Action'],Counter-Strike: Global Offensive
76561198095920833,730,Counter-Strike: Global Offensive,9198,2015-02-24,['Action'],Counter-Strike: Global Offensive
76561198202443306,730,Counter-Strike: Global Offensive,1323,2015-12-05,['Action'],Counter-Strike: Global Offensive
EyesScream,730,Counter-Strike: Global Offensive,82229,2015-06-19,['Action'],Counter-Strike: Global Offensive
Nishimura,730,Counter-Strike: Global Offensive,6804,2014-02-18,['Action'],Counter-Strike: Global Offensive
felipespy,730,Counter-Strike: Global Offensive,48672,2014-10-09,['Action'],Counter-Strike: Global Offensive
TANTANTAN1,730,Counter-Strike: Global Offensive,353,2015-06-19,['Action'],Counter-Strike: Global Offensive
76561198074200011,730,Counter-Strike: Global Offensive,68487,2015-11-15,['Action'],Counter-Strike: Global Offensive
dzakuan,730,Counter-Strike: Global Offensive,162292,2015-06-27,['Action'],Counter-Strike: Global Offensive
76561198065987818,730,Counter-Strike: Global Offensive,44585,2014-03-15,['Action'],Counter-Strike: Global Offensive
xUnkaNinjazZz,730,Counter-Strike: Global Offensive,24007,2014-08-17,['Action'],Counter-Strike: Global Offensive
SmeshDoge,730,Counter-Strike: Global Offensive,47729,2015-02-15,['Action'],Counter-Strike: Global Offensive
CheeseMachine3,730,Counter-Strike: Global Offensive,78289,2014-08-18,['Action'],Counter-Strike: Global Offensive
76561198060557951,730,Counter-Strike: Global Offensive,24060,2012-08-18,['Action'],Counter-Strike: Global Offensive
76561198059897383,730,Counter-Strike: Global Offensive,17084,2015-03-31,['Action'],Counter-Strike: Global Offensive
76561198069271631,730,Counter-Strike: Global Offensive,43661,2013-10-31,['Action'],Counter-Strike: Global Offensive
whisperrrrrrr,730,Counter-Strike: Global Offensive,211693,2013-09-24,['Action'],Counter-Strike: Global Offensive
GoodbyeFriend,730,Counter-Strike: Global Offensive,64068,2015-06-16,['Action'],Counter-Strike: Global Offensive
ActuallySevans,730,Counter-Strike: Global Offensive,68269,2015-07-05,['Action'],Counter-Strike: Global Offensive
76561198072450948,730,Counter-Strike: Global Offensive,13447,2014-03-07,['Action'],Counter-Strike: Global Offensive
Whitts,730,Counter-Strike: Global Offensive,15731,2014-11-26,['Action'],Counter-Strike: Global Offensive
DUMB1020120,730,Counter-Strike: Global Offensive,90756,2015-10-21,['Action'],Counter-Strike: Global Offensive
76561198052654719,730,Counter-Strike: Global Offensive,48153,2014-03-14,['Action'],Counter-Strike: Global Offensive
76561198072739934,730,Counter-Strike: Global Offensive,22758,2015-04-02,['Action'],Counter-Strike: Global Offensive
76561198059611709,730,Counter-Strike: Global Offensive,4994,2014-02-25,['Action'],Counter-Strike: Global Offensive
nabady,730,Counter-Strike: Global Offensive,7962,2014-12-30,['Action'],Counter-Strike: Global Offensive
TGU-Leader,730,Counter-Strike: Global Offensive,9438,2015-12-10,['Action'],Counter-Strike: Global Offensive
lsleon,730,Counter-Strike: Global Offensive,47414,2014-05-17,['Action'],Counter-Strike: Global Offensive
LiMasala,730,Counter-Strike: Global Offensive,2289,2014-11-12,['Action'],Counter-Strike: Global Offensive
TheyCallMeDaRrk,730,Counter-Strike: Global Offensive,36511,2015-11-13,['Action'],Counter-Strike: Global Offensive
76561198073819878,730,Counter-Strike: Global Offensive,2628,2014-10-15,['Action'],Counter-Strike: Global Offensive
dhansvid,730,Counter-Strike: Global Offensive,25206,2015-10-30,['Action'],Counter-Strike: Global Offensive
76561198085097560,730,Counter-Strike: Global Offensive,45985,2014-11-22,['Action'],Counter-Strike: Global Offensive
TheAmityPrincess,730,Counter-Strike: Global Offensive,21530,2015-01-16,['Action'],Counter-Strike: Global Offensive
76561198046045640,730,Counter-Strike: Global Offensive,60302,2014-06-04,['Action'],Counter-Strike: Global Offensive
76561198096443555,730,Counter-Strike: Global Offensive,54602,2015-06-23,['Action'],Counter-Strike: Global Offensive
kningerd,730,Counter-Strike: Global Offensive,34598,2014-07-27,['Action'],Counter-Strike: Global Offensive
kyslolxd,730,Counter-Strike: Global Offensive,32961,2015-12-30,['Action'],Counter-Strike: Global Offensive
harumbe911,730,Counter-Strike: Global Offensive,6281,2015-06-06,['Action'],Counter-Strike: Global Offensive
L33T4RCH,730,Counter-Strike: Global Offensive,24825,2014-07-06,['Action'],Counter-Strike: Global Offensive
benjamin27,730,Counter-Strike: Global Offensive,9915,2015-11-20,['Action'],Counter-Strike: Global Offensive
mlggote,730,Counter-Strike: Global Offensive,39042,2015-01-18,['Action'],Counter-Strike: Global Offensive
LLARb,730,Counter-Strike: Global Offensive,66096,2015-08-05,['Action'],Counter-Strike: Global Offensive
MeGoring,730,Counter-Strike: Global Offensive,136180,2015-06-05,['Action'],Counter-Strike: Global Offensive
extremeprejudice,730,Counter-Strike: Global Offensive,7254,2015-11-21,['Action'],Counter-Strike: Global Offensive
Raemond,730,Counter-Strike: Global Offensive,33359,2015-02-22,['Action'],Counter-Strike: Global Offensive
sexyduck128,730,Counter-Strike: Global Offensive,49966,2014-04-29,['Action'],Counter-Strike: Global Offensive
DemoPanTheNigga,730,Counter-Strike: Global Offensive,39239,2014-08-22,['Action'],Counter-Strike: Global Offensive
DemoPanTheNigga,730,Counter-Strike: Global Offensive,39239,2014-08-22,['Action'],Counter-Strike: Global Offensive
laurences2k,730,Counter-Strike: Global Offensive,163429,2015-12-27,['Action'],Counter-Strike: Global Offensive
ohplsguuby,730,Counter-Strike: Global Offensive,20552,2015-06-08,['Action'],Counter-Strike: Global Offensive
_kyra,730,Counter-Strike: Global Offensive,11362,2013-12-20,['Action'],Counter-Strike: Global Offensive
76561197960438497,730,Counter-Strike: Global Offensive,118610,2015-08-20,['Action'],Counter-Strike: Global Offensive
fluttershy_by_punipaws-d5szfuc,730,Counter-Strike: Global Offensive,1869,2013-12-19,['Action'],Counter-Strike: Global Offensive
rgnr81,730,Counter-Strike: Global Offensive,114642,2015-03-15,['Action'],Counter-Strike: Global Offensive
76561198078053476,730,Counter-Strike: Global Offensive,58299,2015-02-17,['Action'],Counter-Strike: Global Offensive
drnipslip,730,Counter-Strike: Global Offensive,47262,2014-10-05,['Action'],Counter-Strike: Global Offensive
76561198059711677,730,Counter-Strike: Global Offensive,39788,2015-10-01,['Action'],Counter-Strike: Global Offensive
76561198084685872,730,Counter-Strike: Global Offensive,42284,2015-04-19,['Action'],Counter-Strike: Global Offensive
76561198074447562,730,Counter-Strike: Global Offensive,11282,2015-09-14,['Action'],Counter-Strike: Global Offensive
76561198074843769,730,Counter-Strike: Global Offensive,19083,2015-07-19,['Action'],Counter-Strike: Global Offensive
blizzyyyy,730,Counter-Strike: Global Offensive,70159,2014-06-12,['Action'],Counter-Strike: Global Offensive
Rainbow-Dashie,730,Counter-Strike: Global Offensive,21385,2015-06-19,['Action'],Counter-Strike: Global Offensive
REPTILIAN-BROTHERHOOD,730,Counter-Strike: Global Offensive,12205,2015-09-10,['Action'],Counter-Strike: Global Offensive
Kartoffel_,730,Counter-Strike: Global Offensive,45948,2014-06-21,['Action'],Counter-Strike: Global Offensive
Haelnorr,730,Counter-Strike: Global Offensive,64003,2015-12-22,['Action'],Counter-Strike: Global Offensive
76561198085700027,730,Counter-Strike: Global Offensive,11489,2013-12-09,['Action'],Counter-Strike: Global Offensive
76561198093176686,730,Counter-Strike: Global Offensive,38970,2015-09-10,['Action'],Counter-Strike: Global Offensive
76561198079517873,730,Counter-Strike: Global Offensive,244,2014-03-15,['Action'],Counter-Strike: Global Offensive
vagatarian2,730,Counter-Strike: Global Offensive,82227,2015-04-26,['Action'],Counter-Strike: Global Offensive
NosmasAtLan,730,Counter-Strike: Global Offensive,35169,2014-09-22,['Action'],Counter-Strike: Global Offensive
mayaismywife,730,Counter-Strike: Global Offensive,202127,2015-05-16,['Action'],Counter-Strike: Global Offensive
PogiGwaps,730,Counter-Strike: Global Offensive,32507,2015-04-17,['Action'],Counter-Strike: Global Offensive
76561198146862794,730,Counter-Strike: Global Offensive,64480,2015-08-28,['Action'],Counter-Strike: Global Offensive
prsteam,730,Counter-Strike: Global Offensive,78731,2014-04-14,['Action'],Counter-Strike: Global Offensive
76561198061611219,730,Counter-Strike: Global Offensive,23404,2014-11-28,['Action'],Counter-Strike: Global Offensive
hopeandchaos,730,Counter-Strike: Global Offensive,33045,2014-01-12,['Action'],Counter-Strike: Global Offensive
Shaun_Stokes,730,Counter-Strike: Global Offensive,52323,2014-08-24,['Action'],Counter-Strike: Global Offensive
Rubbercube,730,Counter-Strike: Global Offensive,30837,2015-08-29,['Action'],Counter-Strike: Global Offensive
Rubbercube,730,Counter-Strike: Global Offensive,30837,2015-08-29,['Action'],Counter-Strike: Global Offensive
76561198079254609,730,Counter-Strike: Global Offensive,90207,2014-06-26,['Action'],Counter-Strike: Global Offensive
76561198082142359,730,Counter-Strike: Global Offensive,7899,2015-08-22,['Action'],Counter-Strike: Global Offensive
NotSeattleSound,730,Counter-Strike: Global Offensive,5691,2015-06-17,['Action'],Counter-Strike: Global Offensive
alphahostage,730,Counter-Strike: Global Offensive,79434,2015-11-05,['Action'],Counter-Strike: Global Offensive
Scorpion1903,730,Counter-Strike: Global Offensive,4939,2015-10-01,['Action'],Counter-Strike: Global Offensive
Noongar12,730,Counter-Strike: Global Offensive,65599,2015-06-13,['Action'],Counter-Strike: Global Offensive
DarthVegas,730,Counter-Strike: Global Offensive,25746,2014-12-06,['Action'],Counter-Strike: Global Offensive
Bukky,730,Counter-Strike: Global Offensive,104310,2014-03-18,['Action'],Counter-Strike: Global Offensive
gatorgolfing,730,Counter-Strike: Global Offensive,74298,2013-03-23,['Action'],Counter-Strike: Global Offensive
AzaZog,730,Counter-Strike: Global Offensive,43312,2014-04-16,['Action'],Counter-Strike: Global Offensive
AzaZog,730,Counter-Strike: Global Offensive,43312,2014-04-16,['Action'],Counter-Strike: Global Offensive
76561198063119025,730,Counter-Strike: Global Offensive,25747,2015-10-11,['Action'],Counter-Strike: Global Offensive
Apedophileatyohouse,730,Counter-Strike: Global Offensive,95916,2015-04-26,['Action'],Counter-Strike: Global Offensive
S0ulHD,730,Counter-Strike: Global Offensive,33910,2015-04-06,['Action'],Counter-Strike: Global Offensive
shamez195,730,Counter-Strike: Global Offensive,36064,2014-07-15,['Action'],Counter-Strike: Global Offensive
76561197987786431,730,Counter-Strike: Global Offensive,2479,2015-04-01,['Action'],Counter-Strike: Global Offensive
kawaiigrillcutielover,730,Counter-Strike: Global Offensive,6534,2015-06-06,['Action'],Counter-Strike: Global Offensive
76561198065102350,730,Counter-Strike: Global Offensive,36038,2015-04-04,['Action'],Counter-Strike: Global Offensive
youngbenaffleck,730,Counter-Strike: Global Offensive,32315,2015-06-13,['Action'],Counter-Strike: Global Offensive
ThyGlyphDevice,730,Counter-Strike: Global Offensive,528,2015-12-17,['Action'],Counter-Strike: Global Offensive
skulluxies,730,Counter-Strike: Global Offensive,59173,2014-08-09,['Action'],Counter-Strike: Global Offensive
76561198088720737,730,Counter-Strike: Global Offensive,2917,2015-12-05,['Action'],Counter-Strike: Global Offensive
deandri,730,Counter-Strike: Global Offensive,95419,2015-11-26,['Action'],Counter-Strike: Global Offensive
76561198072505649,730,Counter-Strike: Global Offensive,55793,2014-06-25,['Action'],Counter-Strike: Global Offensive
reowmeowmeow,730,Counter-Strike: Global Offensive,24432,2014-04-16,['Action'],Counter-Strike: Global Offensive
76561198026239418,730,Counter-Strike: Global Offensive,55486,2015-09-08,['Action'],Counter-Strike: Global Offensive
76561198026239418,730,Counter-Strike: Global Offensive,55486,2015-09-08,['Action'],Counter-Strike: Global Offensive
76561198085321660,730,Counter-Strike: Global Offensive,5457,2014-06-29,['Action'],Counter-Strike: Global Offensive
thejotang,730,Counter-Strike: Global Offensive,84380,2015-05-09,['Action'],Counter-Strike: Global Offensive
Bo0zle,730,Counter-Strike: Global Offensive,46666,2015-05-11,['Action'],Counter-Strike: Global Offensive
cato_,730,Counter-Strike: Global Offensive,22468,2014-08-19,['Action'],Counter-Strike: Global Offensive
_useless,730,Counter-Strike: Global Offensive,17762,2015-06-12,['Action'],Counter-Strike: Global Offensive
HazardousRusty,730,Counter-Strike: Global Offensive,21287,2015-11-06,['Action'],Counter-Strike: Global Offensive
76561198118129824,730,Counter-Strike: Global Offensive,57582,2015-05-14,['Action'],Counter-Strike: Global Offensive
pingas4daysbruv,730,Counter-Strike: Global Offensive,60936,2015-07-08,['Action'],Counter-Strike: Global Offensive
76561198101303629,730,Counter-Strike: Global Offensive,10559,2014-09-07,['Action'],Counter-Strike: Global Offensive
jangMVP,730,Counter-Strike: Global Offensive,32697,2015-06-26,['Action'],Counter-Strike: Global Offensive
76561198067127217,730,Counter-Strike: Global Offensive,10751,2014-11-28,['Action'],Counter-Strike: Global Offensive
3565Jason,730,Counter-Strike: Global Offensive,12860,2015-06-21,['Action'],Counter-Strike: Global Offensive
76561198078775483,730,Counter-Strike: Global Offensive,47489,2015-11-05,['Action'],Counter-Strike: Global Offensive
ArrestMe,730,Counter-Strike: Global Offensive,22717,2015-07-06,['Action'],Counter-Strike: Global Offensive
orangejuiceanddoobies,730,Counter-Strike: Global Offensive,77590,2014-11-07,['Action'],Counter-Strike: Global Offensive
76561198048417105,730,Counter-Strike: Global Offensive,67443,2015-02-27,['Action'],Counter-Strike: Global Offensive
ehrenthor,730,Counter-Strike: Global Offensive,68345,2013-11-25,['Action'],Counter-Strike: Global Offensive
76561198069091678,730,Counter-Strike: Global Offensive,14317,2014-01-03,['Action'],Counter-Strike: Global Offensive
76561198158629846,730,Counter-Strike: Global Offensive,39957,2015-11-02,['Action'],Counter-Strike: Global Offensive
76561198062018733,730,Counter-Strike: Global Offensive,19033,2014-06-10,['Action'],Counter-Strike: Global Offensive
76561198006896411,730,Counter-Strike: Global Offensive,27141,2015-02-19,['Action'],Counter-Strike: Global Offensive
TeH-B-Rad,730,Counter-Strike: Global Offensive,92064,2014-09-22,['Action'],Counter-Strike: Global Offensive
theawesomeguy,730,Counter-Strike: Global Offensive,42013,2012-09-16,['Action'],Counter-Strike: Global Offensive
76561198061575266,730,Counter-Strike: Global Offensive,33201,2014-09-08,['Action'],Counter-Strike: Global Offensive
Tazcam,730,Counter-Strike: Global Offensive,42848,2013-05-25,['Action'],Counter-Strike: Global Offensive
bobseagull,730,Counter-Strike: Global Offensive,32687,2014-08-26,['Action'],Counter-Strike: Global Offensive
blablabla174,730,Counter-Strike: Global Offensive,71558,2015-12-20,['Action'],Counter-Strike: Global Offensive
blablabla174,730,Counter-Strike: Global Offensive,71558,2015-12-20,['Action'],Counter-Strike: Global Offensive
blablabla174,730,Counter-Strike: Global Offensive,71558,2015-12-20,['Action'],Counter-Strike: Global Offensive
76561198061388888,730,Counter-Strike: Global Offensive,64543,2015-03-27,['Action'],Counter-Strike: Global Offensive
ryanchuabacon,730,Counter-Strike: Global Offensive,72220,2014-07-08,['Action'],Counter-Strike: Global Offensive
flynnnz,730,Counter-Strike: Global Offensive,678,2015-11-23,['Action'],Counter-Strike: Global Offensive
geraldtan35,730,Counter-Strike: Global Offensive,30647,2015-05-22,['Action'],Counter-Strike: Global Offensive
JorazGamerGuy,730,Counter-Strike: Global Offensive,2363,2015-03-01,['Action'],Counter-Strike: Global Offensive
Jnmbl,730,Counter-Strike: Global Offensive,122759,2014-07-11,['Action'],Counter-Strike: Global Offensive
76561198076717446,730,Counter-Strike: Global Offensive,6284,2015-10-23,['Action'],Counter-Strike: Global Offensive
72947282842,730,Counter-Strike: Global Offensive,33,2015-10-31,['Action'],Counter-Strike: Global Offensive
trolololololololololohehelolol,730,Counter-Strike: Global Offensive,57318,2014-01-17,['Action'],Counter-Strike: Global Offensive
maudeex71,730,Counter-Strike: Global Offensive,45489,2015-01-24,['Action'],Counter-Strike: Global Offensive
76561198090272909,730,Counter-Strike: Global Offensive,13565,2015-04-07,['Action'],Counter-Strike: Global Offensive
76561198068197203,730,Counter-Strike: Global Offensive,9101,2014-06-25,['Action'],Counter-Strike: Global Offensive
_codered66_,730,Counter-Strike: Global Offensive,27571,2015-01-12,['Action'],Counter-Strike: Global Offensive
wooissalty,730,Counter-Strike: Global Offensive,32534,2015-07-06,['Action'],Counter-Strike: Global Offensive
botgalx,730,Counter-Strike: Global Offensive,83603,2013-12-06,['Action'],Counter-Strike: Global Offensive
kineticvine,730,Counter-Strike: Global Offensive,32695,2015-09-26,['Action'],Counter-Strike: Global Offensive
aubey-is-love-aubey-is-life,730,Counter-Strike: Global Offensive,56887,2014-08-29,['Action'],Counter-Strike: Global Offensive
mizi,730,Counter-Strike: Global Offensive,68569,2014-08-07,['Action'],Counter-Strike: Global Offensive
iloveyouus,730,Counter-Strike: Global Offensive,70506,2014-12-24,['Action'],Counter-Strike: Global Offensive
K1NGCJS,730,Counter-Strike: Global Offensive,90174,2015-05-17,['Action'],Counter-Strike: Global Offensive
SALTTHEW0UND,730,Counter-Strike: Global Offensive,42748,2014-08-28,['Action'],Counter-Strike: Global Offensive
76561198076299728,730,Counter-Strike: Global Offensive,3496,2014-03-21,['Action'],Counter-Strike: Global Offensive
Phyztastic,730,Counter-Strike: Global Offensive,11012,2014-12-23,['Action'],Counter-Strike: Global Offensive
Junkieee,730,Counter-Strike: Global Offensive,2403,2014-10-08,['Action'],Counter-Strike: Global Offensive
Nvidia1999,730,Counter-Strike: Global Offensive,10338,2015-03-27,['Action'],Counter-Strike: Global Offensive
76561198066529457,730,Counter-Strike: Global Offensive,4587,2015-01-20,['Action'],Counter-Strike: Global Offensive
76561198090548543,730,Counter-Strike: Global Offensive,42790,2015-03-21,['Action'],Counter-Strike: Global Offensive
exratchet,730,Counter-Strike: Global Offensive,85954,2014-06-30,['Action'],Counter-Strike: Global Offensive
Hetze117,730,Counter-Strike: Global Offensive,58909,2015-12-29,['Action'],Counter-Strike: Global Offensive
76561198105584051,730,Counter-Strike: Global Offensive,51750,2014-10-07,['Action'],Counter-Strike: Global Offensive
TemptMe,730,Counter-Strike: Global Offensive,49374,2014-09-10,['Action'],Counter-Strike: Global Offensive
LerKxA,730,Counter-Strike: Global Offensive,40039,2015-03-27,['Action'],Counter-Strike: Global Offensive
76561198093839799,730,Counter-Strike: Global Offensive,13102,2015-12-07,['Action'],Counter-Strike: Global Offensive
killer81KappaKappa,730,Counter-Strike: Global Offensive,163753,2015-12-26,['Action'],Counter-Strike: Global Offensive
JZargo4Pres,730,Counter-Strike: Global Offensive,20145,2015-02-05,['Action'],Counter-Strike: Global Offensive
LegendTom,730,Counter-Strike: Global Offensive,33795,2015-07-23,['Action'],Counter-Strike: Global Offensive
zadadrian,730,Counter-Strike: Global Offensive,105244,2015-06-10,['Action'],Counter-Strike: Global Offensive
BurntToastCasual,730,Counter-Strike: Global Offensive,79740,2013-08-18,['Action'],Counter-Strike: Global Offensive
breadbord,730,Counter-Strike: Global Offensive,6084,2014-07-22,['Action'],Counter-Strike: Global Offensive
76561198018159202,730,Counter-Strike: Global Offensive,30216,2014-12-19,['Action'],Counter-Strike: Global Offensive
WolficPower,730,Counter-Strike: Global Offensive,85088,2014-12-16,['Action'],Counter-Strike: Global Offensive
fracler,730,Counter-Strike: Global Offensive,48448,2014-09-01,['Action'],Counter-Strike: Global Offensive
76561198079324079,730,Counter-Strike: Global Offensive,33437,2015-01-25,['Action'],Counter-Strike: Global Offensive
76561198094634713,730,Counter-Strike: Global Offensive,21091,2015-10-05,['Action'],Counter-Strike: Global Offensive
MaKaRoVTH,730,Counter-Strike: Global Offensive,22563,2015-12-03,['Action'],Counter-Strike: Global Offensive
76561198109510993,730,Counter-Strike: Global Offensive,89466,2014-09-26,['Action'],Counter-Strike: Global Offensive
76561198067414480,730,Counter-Strike: Global Offensive,93647,2014-04-11,['Action'],Counter-Strike: Global Offensive
underurskin,730,Counter-Strike: Global Offensive,8117,2014-09-28,['Action'],Counter-Strike: Global Offensive
76561198064859777,730,Counter-Strike: Global Offensive,122503,2014-07-15,['Action'],Counter-Strike: Global Offensive
magnetsbitch,730,Counter-Strike: Global Offensive,1722,2014-03-03,['Action'],Counter-Strike: Global Offensive
76561198082666592,730,Counter-Strike: Global Offensive,20080,2015-10-09,['Action'],Counter-Strike: Global Offensive
76561198039328471,730,Counter-Strike: Global Offensive,897,2014-01-20,['Action'],Counter-Strike: Global Offensive
76561198057814273,730,Counter-Strike: Global Offensive,47638,2015-12-19,['Action'],Counter-Strike: Global Offensive
4200769711,730,Counter-Strike: Global Offensive,85738,2015-01-11,['Action'],Counter-Strike: Global Offensive
76561198111531052,730,Counter-Strike: Global Offensive,62054,2015-03-13,['Action'],Counter-Strike: Global Offensive
